Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Date
Turkey,27069,3135,574.0,73,1042.0,1381.0,181445.0,2020-04-09
Switzerland,21100,595,715.0,49,6415.0,391.0,158000.0,2020-04-09
Belgium,19691,1260,1447.0,164,3751.0,1261.0,70000.0,2020-04-09
Netherlands,17851,1224,1766.0,115,250.0,1385.0,75415.0,2020-04-09
Canada,15512,1600,280.0,49,2942.0,426.0,317972.0,2020-04-09
Austria,12051,270,204.0,18,2998.0,244.0,108416.0,2020-04-09
Portugal,11278,754,295.0,29,75.0,267.0,86370.0,2020-04-09
Brazil,11130,770,486.0,41,127.0,296.0,54824.0,2020-04-09
S. Korea,10237,81,183.0,6,6463.0,55.0,461233.0,2020-04-09
Israel,8430,579,49.0,5,477.0,139.0,90394.0,2020-04-09
Sweden,6830,387,401.0,28,205.0,541.0,36900.0,2020-04-09
Norway,5687,137,71.0,9,32.0,89.0,105865.0,2020-04-09
Australia,5687,137,37.0,7,2315.0,91.0,297154.0,2020-04-09
Russia,5389,658,45.0,2,355.0,8.0,697000.0,2020-04-09
Ireland,4994,390,158.0,21,25.0,165.0,30213.0,2020-04-09
Czechia,4587,115,67.0,8,96.0,86.0,80304.0,2020-04-09
Chile,4471,310,34.0,7,618.0,307.0,51956.0,2020-04-09
Denmark,4369,292,179.0,18,1327.0,142.0,49249.0,2020-04-09
Poland,4102,475,94.0,15,134.0,50.0,80757.0,2020-04-09
Romania,3864,251,151.0,5,374.0,141.0,38623.0,2020-04-09
Malaysia,3662,179,61.0,4,1005.0,99.0,51937.0,2020-04-09
Ecuador,3646,181,180.0,8,100.0,100.0,12386.0,2020-04-09
India,3588,0,99.0,0,229.0,0.0,128320.0,2020-04-09
Philippines,3246,152,152.0,8,64.0,1.0,19585.0,2020-04-09
Pakistan,3157,339,47.0,6,211.0,18.0,34885.0,2020-04-09
Japan,3139,0,77.0,0,514.0,64.0,44639.0,2020-04-09
Luxembourg,2804,75,36.0,5,500.0,33.0,23687.0,2020-04-09
Saudi Arabia,2402,223,34.0,5,488.0,41.0,0.0,2020-04-09
Peru,2281,535,83.0,10,989.0,81.0,19410.0,2020-04-09
Indonesia,2273,181,198.0,7,164.0,0.0,9712.0,2020-04-09
Thailand,2169,102,23.0,3,793.0,23.0,25071.0,2020-04-09
Finland,1927,45,28.0,3,300.0,73.0,31714.0,2020-04-09
Serbia,1908,284,51.0,7,54.0,98.0,7360.0,2020-04-09
Mexico,1890,202,79.0,19,633.0,1.0,15668.0,2020-04-09
Panama,1801,0,46.0,0,13.0,75.0,9256.0,2020-04-09
UAE,1799,294,10.0,0,144.0,1.0,220000.0,2020-04-09
Dominican Republic,1745,167,82.0,5,17.0,147.0,4542.0,2020-04-09
Greece,1735,62,73.0,5,78.0,93.0,25453.0,2020-04-09
South Africa,1655,70,11.0,2,95.0,7.0,56873.0,2020-04-09
Qatar,1604,279,4.0,1,123.0,37.0,35757.0,2020-04-09
Argentina,1554,103,46.0,3,280.0,86.0,8488.0,2020-04-09
Iceland,1486,69,4.0,0,428.0,11.0,25394.0,2020-04-09
Colombia,1485,79,35.0,3,88.0,50.0,23706.0,2020-04-09
Algeria,1320,69,152.0,22,90.0,46.0,3359.0,2020-04-09
Singapore,1309,120,6.0,0,320.0,25.0,39000.0,2020-04-09
Ukraine,1308,83,37.0,5,28.0,16.0,5493.0,2020-04-09
Croatia,1182,56,15.0,3,125.0,39.0,10847.0,2020-04-09
Egypt,1173,103,78.0,7,247.0,0.0,25000.0,2020-04-09
Estonia,1097,58,15.0,2,62.0,17.0,21004.0,2020-04-09
New Zealand,1039,89,1.0,0,156.0,3.0,36209.0,2020-04-09
Morocco,1021,102,70.0,11,76.0,1.0,4848.0,2020-04-09
Slovenia,997,20,28.0,6,79.0,31.0,27764.0,2020-04-09
Iraq,961,83,61.0,5,279.0,0.0,0.0,2020-04-09
Hong Kong,890,28,4.0,0,206.0,8.0,96709.0,2020-04-09
Moldova,864,112,15.0,3,30.0,80.0,0.0,2020-04-09
Armenia,822,52,7.0,0,57.0,30.0,4666.0,2020-04-09
Lithuania,811,40,13.0,2,7.0,11.0,23645.0,2020-04-09
Hungary,733,55,34.0,2,66.0,17.0,21250.0,2020-04-09
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-09
Bahrain,700,12,4.0,0,431.0,3.0,44386.0,2020-04-09
Bosnia and Herzegovina,654,30,23.0,2,30.0,4.0,5349.0,2020-04-09
Cameroon,650,95,9.0,0,17.0,0.0,0.0,2020-04-09
Azerbaijan,584,63,7.0,2,32.0,17.0,40000.0,2020-04-09
Kazakhstan,584,53,6.0,1,42.0,6.0,5093.0,2020-04-09
Tunisia,574,21,22.0,4,5.0,39.0,7145.0,2020-04-09
Belarus,562,122,8.0,3,52.0,11.0,32000.0,2020-04-09
Kuwait,556,77,1.0,0,99.0,17.0,0.0,2020-04-09
North Macedonia,555,72,18.0,1,23.0,15.0,4920.0,2020-04-09
Latvia,533,24,1.0,0,1.0,4.0,20680.0,2020-04-09
Bulgaria,531,28,20.0,3,37.0,22.0,15899.0,2020-04-09
Lebanon,527,7,18.0,1,54.0,28.0,9411.0,2020-04-09
Andorra,501,35,18.0,1,26.0,12.0,0.0,2020-04-09
Slovakia,485,14,1.0,0,10.0,3.0,15155.0,2020-04-09
Costa Rica,454,19,2.0,0,16.0,14.0,5098.0,2020-04-09
Cyprus,446,20,9.0,0,37.0,11.0,10946.0,2020-04-09
Uruguay,406,6,6.0,1,104.0,14.0,5208.0,2020-04-09
Taiwan,363,8,5.0,0,54.0,0.0,37219.0,2020-04-09
Albania,361,28,20.0,0,104.0,7.0,2396.0,2020-04-09
Afghanistan,349,40,7.0,0,15.0,0.0,0.0,2020-04-09
Burkina Faso,345,27,17.0,1,90.0,0.0,0.0,2020-04-09
Jordan,345,22,5.0,0,110.0,5.0,0.0,2020-04-09
Réunion,344,10,0.0,0,40.0,4.0,0.0,2020-04-09
Uzbekistan,342,76,2.0,0,30.0,8.0,0.0,2020-04-09
Cuba,320,32,8.0,2,15.0,11.0,5234.0,2020-04-09
Channel Islands,309,47,6.0,1,27.0,0.0,0.0,2020-04-09
Oman,298,21,2.0,0,61.0,3.0,0.0,2020-04-09
Honduras,268,4,22.0,7,6.0,10.0,0.0,2020-04-09
San Marino,266,7,32.0,0,35.0,14.0,586.0,2020-04-09
Ivory Coast,261,16,3.0,2,37.0,0.0,0.0,2020-04-09
Vietnam,241,1,0.0,0,90.0,3.0,88551.0,2020-04-09
Palestine,237,20,1.0,0,25.0,0.0,12738.0,2020-04-09
Nigeria,232,18,5.0,1,33.0,2.0,4000.0,2020-04-09
Mauritius,227,31,7.0,0,7.0,1.0,0.0,2020-04-09
Malta,227,14,0.0,0,5.0,3.0,10358.0,2020-04-09
Senegal,222,3,2.0,0,82.0,1.0,0.0,2020-04-09
Ghana,214,9,5.0,0,31.0,2.0,0.0,2020-04-09
Montenegro,214,13,2.0,0,1.0,4.0,1583.0,2020-04-09
Niger,184,40,10.0,2,13.0,0.0,4012.0,2020-04-09
Faeroe Islands,181,0,0.0,0,99.0,1.0,4890.0,2020-04-09
Sri Lanka,176,10,5.0,0,33.0,5.0,0.0,2020-04-09
Georgia,174,12,2.0,1,36.0,6.0,2762.0,2020-04-09
Venezuela,159,4,7.0,0,52.0,6.0,1779.0,2020-04-09
Bolivia,157,18,10.0,0,2.0,3.0,591.0,2020-04-09
DRC,154,0,18.0,0,3.0,0.0,0.0,2020-04-09
Martinique,149,4,4.0,1,50.0,21.0,0.0,2020-04-09
Mayotte,147,13,2.0,0,14.0,3.0,479.0,2020-04-09
Kyrgyzstan,147,3,1.0,0,9.0,5.0,9618.0,2020-04-09
Kenya,142,16,4.0,0,4.0,2.0,3836.0,2020-04-09
Guadeloupe,135,1,7.0,0,31.0,14.0,0.0,2020-04-09
Brunei,135,0,1.0,0,73.0,3.0,8129.0,2020-04-09
Isle of Man,127,1,1.0,0,0.0,0.0,1334.0,2020-04-09
Guinea,121,10,0.0,0,5.0,0.0,0.0,2020-04-09
Cambodia,114,0,0.0,0,50.0,1.0,5768.0,2020-04-09
Trinidad and Tobago,104,1,7.0,1,1.0,0.0,797.0,2020-04-09
Paraguay,104,8,3.0,0,12.0,2.0,1381.0,2020-04-09
Rwanda,104,2,0.0,0,4.0,0.0,0.0,2020-04-09
Gibraltar,103,5,0.0,0,52.0,0.0,1345.0,2020-04-09
Bangladesh,88,18,9.0,1,33.0,1.0,2086.0,2020-04-09
Liechtenstein,77,0,1.0,0,0.0,0.0,900.0,2020-04-09
Monaco,73,7,1.0,0,3.0,4.0,0.0,2020-04-09
Madagascar,72,2,0.0,0,2.0,6.0,0.0,2020-04-09
Guatemala,70,9,2.0,0,15.0,3.0,1134.0,2020-04-09
French Guiana,68,7,0.0,0,27.0,1.0,0.0,2020-04-09
Aruba,64,0,0.0,0,1.0,0.0,869.0,2020-04-09
El Salvador,62,6,3.0,0,2.0,4.0,0.0,2020-04-09
Djibouti,59,9,0.0,0,9.0,0.0,0.0,2020-04-09
Jamaica,58,5,3.0,0,8.0,0.0,540.0,2020-04-09
Barbados,56,4,1.0,1,6.0,4.0,527.0,2020-04-09
Uganda,52,4,0.0,0,0.0,0.0,2629.0,2020-04-09
Congo,45,23,5.0,3,2.0,0.0,0.0,2020-04-09
Mali,45,4,5.0,2,1.0,0.0,0.0,2020-04-09
Togo,44,3,3.0,0,20.0,0.0,0.0,2020-04-09
Macao,44,0,0.0,0,10.0,0.0,0.0,2020-04-09
Ethiopia,43,5,2.0,2,4.0,1.0,1843.0,2020-04-09
French Polynesia,41,1,0.0,0,0.0,0.0,612.0,2020-04-09
Cayman Islands,39,4,1.0,0,1.0,0.0,365.0,2020-04-09
Zambia,39,0,1.0,0,3.0,0.0,619.0,2020-04-09
Bermuda,37,0,0.0,0,14.0,0.0,298.0,2020-04-09
Saint Martin,32,8,2.0,0,7.0,6.0,0.0,2020-04-09
Bahamas,29,1,5.0,1,4.0,1.0,0.0,2020-04-09
Eritrea,29,0,0.0,0,0.0,0.0,0.0,2020-04-09
Sint Maarten,25,2,4.0,0,1.0,0.0,82.0,2020-04-09
Guyana,24,1,4.0,0,0.0,0.0,93.0,2020-04-09
Tanzania,22,2,1.0,0,3.0,0.0,0.0,2020-04-09
Benin,22,6,0.0,0,5.0,0.0,0.0,2020-04-09
Gabon,21,0,1.0,0,1.0,0.0,0.0,2020-04-09
Haiti,21,1,1.0,1,1.0,0.0,247.0,2020-04-09
Myanmar,21,0,1.0,0,0.0,0.0,0.0,2020-04-09
Syria,19,3,2.0,0,2.0,0.0,0.0,2020-04-09
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-09
Libya,18,0,1.0,0,0.0,0.0,294.0,2020-04-09
Guinea-Bissau,18,0,0.0,0,0.0,0.0,0.0,2020-04-09
New Caledonia,18,1,0.0,0,1.0,0.0,1983.0,2020-04-09
Equatorial Guinea,16,0,0.0,0,1.0,0.0,0.0,2020-04-09
Namibia,16,2,0.0,0,3.0,0.0,301.0,2020-04-09
Antigua and Barbuda,15,0,0.0,0,0.0,1.0,40.0,2020-04-09
Angola,14,4,2.0,0,2.0,0.0,0.0,2020-04-09
Dominica,14,0,0.0,0,0.0,0.0,255.0,2020-04-09
Mongolia,14,0,0.0,0,2.0,0.0,0.0,2020-04-09
Saint Lucia,14,0,0.0,0,1.0,0.0,0.0,2020-04-09
Liberia,13,3,3.0,2,3.0,0.0,0.0,2020-04-09
Sudan,12,2,2.0,0,2.0,0.0,0.0,2020-04-09
Fiji,12,0,0.0,0,0.0,0.0,0.0,2020-04-09
Grenada,12,0,0.0,0,0.0,2.0,45.0,2020-04-09
Curaçao,11,0,1.0,0,5.0,0.0,0.0,2020-04-09
Greenland,11,0,0.0,0,3.0,0.0,542.0,2020-04-09
Laos,11,1,0.0,0,0.0,0.0,604.0,2020-04-09
Suriname,10,0,1.0,0,0.0,0.0,0.0,2020-04-09
Mozambique,10,0,0.0,0,1.0,0.0,338.0,2020-04-09
Saint Kitts and Nevis,10,1,0.0,0,0.0,0.0,149.0,2020-04-09
Seychelles,10,0,0.0,0,0.0,0.0,0.0,2020-04-09
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-09
Zimbabwe,9,0,1.0,0,0.0,0.0,316.0,2020-04-09
Nepal,9,0,0.0,0,1.0,0.0,1521.0,2020-04-09
Chad,9,0,0.0,0,0.0,0.0,0.0,2020-04-09
Eswatini,9,0,0.0,0,0.0,0.0,0.0,2020-04-09
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-09
Cabo Verde,7,0,1.0,0,0.0,0.0,0.0,2020-04-09
Vatican City,7,0,0.0,0,0.0,0.0,0.0,2020-04-09
St. Vincent Grenadines,7,0,0.0,0,1.0,0.0,0.0,2020-04-09
Somalia,7,0,0.0,0,1.0,0.0,0.0,2020-04-09
Botswana,6,2,1.0,0,0.0,0.0,966.0,2020-04-09
Mauritania,6,0,1.0,0,2.0,0.0,67.0,2020-04-09
Nicaragua,6,1,1.0,0,0.0,0.0,0.0,2020-04-09
Montserrat,6,0,0.0,0,0.0,0.0,0.0,2020-04-09
St. Barth,6,0,0.0,0,1.0,0.0,0.0,2020-04-09
Sierra Leone,6,2,0.0,0,0.0,0.0,0.0,2020-04-09
Turks and Caicos,5,0,1.0,1,0.0,0.0,0.0,2020-04-09
Belize,5,1,0.0,0,0.0,1.0,102.0,2020-04-09
Bhutan,5,0,0.0,0,2.0,0.0,0.0,2020-04-09
Gambia,4,0,1.0,0,2.0,0.0,0.0,2020-04-09
Malawi,4,0,0.0,0,0.0,0.0,0.0,2020-04-09
Western Sahara,4,0,0.0,0,0.0,0.0,0.0,2020-04-09
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-09
British Virgin Islands,3,0,0.0,0,0.0,0.0,0.0,2020-04-09
Burundi,3,0,0.0,0,0.0,0.0,0.0,2020-04-09
Caribbean Netherlands,2,0,0.0,0,0.0,0.0,10.0,2020-04-09
Falkland Islands,2,1,0.0,0,0.0,0.0,0.0,2020-04-09
Papua New Guinea,1,0,0.0,0,0.0,0.0,72.0,2020-04-09
Saint Pierre Miquelon,1,1,0.0,0,0.0,0.0,0.0,2020-04-09
South Sudan,1,1,0.0,0,0.0,0.0,0.0,2020-04-09
Timor-Leste,1,0,0.0,0,0.0,0.0,0.0,2020-04-09
China,81669,0,3329.0,0,76964.0,295.0,0.0,2020-04-09
Total:,1270916,69433,69383.0,4693,261325.0,45614.0,0.0,2020-04-09
World,1201483,84821,64690.0,5799,246467.0,42288.0,0.0,2020-04-10
China,81669,30,3329.0,3,76964.0,295.0,0.0,2020-04-10
USA,311357,34196,8451.0,1330,14825.0,8206.0,1632955.0,2020-04-10
Spain,126168,6969,11947.0,749,34219.0,6532.0,355000.0,2020-04-10
Italy,124632,4805,15362.0,681,20996.0,3994.0,657224.0,2020-04-10
Germany,96092,4933,1444.0,169,26400.0,3936.0,918460.0,2020-04-10
France,89953,7788,7560.0,1053,15438.0,6838.0,224254.0,2020-04-10
Iran,55743,2560,3452.0,158,19736.0,4103.0,186000.0,2020-04-10
UK,41903,3735,4313.0,708,135.0,163.0,183190.0,2020-04-10
Turkey,23934,3013,501.0,76,786.0,1311.0,161380.0,2020-04-10
Switzerland,20505,899,666.0,75,6415.0,391.0,153440.0,2020-04-10
Belgium,18431,1661,1283.0,140,3247.0,1245.0,70000.0,2020-04-10
Netherlands,16627,904,1651.0,164,250.0,1360.0,75415.0,2020-04-10
Canada,13912,1537,231.0,23,2595.0,120.0,317972.0,2020-04-10
Austria,11781,257,186.0,18,2507.0,245.0,104134.0,2020-04-10
Portugal,10524,638,266.0,20,75.0,251.0,81087.0,2020-04-10
Brazil,10360,1166,445.0,82,127.0,296.0,54824.0,2020-04-10
S. Korea,10156,94,177.0,3,6325.0,55.0,455032.0,2020-04-10
Israel,7851,423,44.0,4,427.0,115.0,90394.0,2020-04-10
Sweden,6443,312,373.0,15,205.0,379.0,36900.0,2020-04-10
Norway,5550,180,62.0,3,32.0,98.0,105865.0,2020-04-10
Australia,5550,96,30.0,2,585.0,85.0,286786.0,2020-04-10
Russia,4731,582,43.0,9,333.0,8.0,639606.0,2020-04-10
Ireland,4604,331,137.0,17,25.0,148.0,30213.0,2020-04-10
Czechia,4472,282,59.0,6,78.0,87.0,74170.0,2020-04-10
Chile,4161,424,27.0,5,528.0,38.0,48613.0,2020-04-10
Denmark,4077,320,161.0,22,1283.0,142.0,45270.0,2020-04-10
Poland,3627,244,79.0,8,116.0,50.0,72901.0,2020-04-10
Romania,3613,430,146.0,13,329.0,119.0,36092.0,2020-04-10
India,3588,529,99.0,13,229.0,0.0,116608.0,2020-04-10
Malaysia,3483,150,57.0,4,915.0,99.0,49570.0,2020-04-10
Ecuador,3465,97,172.0,27,100.0,100.0,11309.0,2020-04-10
Japan,3139,204,77.0,8,514.0,64.0,42882.0,2020-04-10
Philippines,3094,76,144.0,8,57.0,1.0,5530.0,2020-04-10
Pakistan,2818,132,41.0,1,131.0,13.0,30308.0,2020-04-10
Luxembourg,2729,117,31.0,0,500.0,35.0,22793.0,2020-04-10
Saudi Arabia,2179,140,29.0,4,420.0,41.0,0.0,2020-04-10
Indonesia,2092,106,191.0,10,150.0,0.0,7896.0,2020-04-10
Thailand,2067,89,20.0,1,674.0,23.0,23669.0,2020-04-10
Finland,1882,267,25.0,5,300.0,72.0,29000.0,2020-04-10
Panama,1801,128,46.0,5,13.0,50.0,7333.0,2020-04-10
Peru,1746,151,73.0,12,914.0,88.0,17841.0,2020-04-10
Mexico,1688,178,60.0,10,633.0,1.0,15668.0,2020-04-10
Greece,1673,60,68.0,5,78.0,92.0,22437.0,2020-04-10
Serbia,1624,148,44.0,5,54.0,89.0,6401.0,2020-04-10
South Africa,1585,80,9.0,0,95.0,7.0,53937.0,2020-04-10
Dominican Republic,1578,90,77.0,9,17.0,147.0,4542.0,2020-04-10
UAE,1505,241,10.0,1,125.0,2.0,220000.0,2020-04-10
Argentina,1451,98,43.0,1,279.0,0.0,8488.0,2020-04-10
Iceland,1417,53,4.0,0,396.0,12.0,23640.0,2020-04-10
Colombia,1406,139,32.0,7,85.0,50.0,23706.0,2020-04-10
Qatar,1325,250,3.0,0,109.0,37.0,31951.0,2020-04-10
Algeria,1251,80,130.0,25,90.0,0.0,3359.0,2020-04-10
Ukraine,1225,153,32.0,5,25.0,16.0,5040.0,2020-04-10
Singapore,1189,75,6.0,1,297.0,24.0,39000.0,2020-04-10
Croatia,1126,47,12.0,4,119.0,39.0,9833.0,2020-04-10
Egypt,1070,85,71.0,5,241.0,0.0,25000.0,2020-04-10
Estonia,1039,78,13.0,1,59.0,20.0,19091.0,2020-04-10
Slovenia,977,43,22.0,2,79.0,31.0,27109.0,2020-04-10
New Zealand,950,82,1.0,0,127.0,1.0,33116.0,2020-04-10
Morocco,919,128,59.0,11,66.0,1.0,4321.0,2020-04-10
Iraq,878,58,56.0,2,259.0,0.0,0.0,2020-04-10
Hong Kong,862,17,4.0,0,173.0,8.0,90000.0,2020-04-10
Lithuania,771,75,11.0,2,7.0,11.0,21376.0,2020-04-10
Armenia,770,34,7.0,0,43.0,30.0,3994.0,2020-04-10
Moldova,752,161,12.0,4,29.0,65.0,681.0,2020-04-10
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-10
Bahrain,688,16,4.0,0,423.0,3.0,39379.0,2020-04-10
Hungary,678,55,32.0,6,58.0,17.0,19424.0,2020-04-10
Bosnia and Herzegovina,624,45,21.0,4,30.0,4.0,5349.0,2020-04-10
Cameroon,555,46,9.0,1,17.0,0.0,0.0,2020-04-10
Tunisia,553,58,18.0,0,5.0,26.0,6485.0,2020-04-10
Kazakhstan,531,67,5.0,2,36.0,6.0,316.0,2020-04-10
Azerbaijan,521,78,5.0,0,32.0,17.0,35000.0,2020-04-10
Lebanon,520,12,17.0,0,54.0,27.0,9022.0,2020-04-10
Latvia,509,16,1.0,0,1.0,3.0,19380.0,2020-04-10
Bulgaria,503,18,17.0,3,34.0,26.0,566.0,2020-04-10
North Macedonia,483,53,17.0,5,20.0,11.0,4920.0,2020-04-10
Kuwait,479,62,1.0,1,93.0,17.0,0.0,2020-04-10
Slovakia,471,21,1.0,0,10.0,3.0,13631.0,2020-04-10
Andorra,466,27,17.0,1,21.0,12.0,0.0,2020-04-10
Belarus,440,89,5.0,1,53.0,11.0,32000.0,2020-04-10
Costa Rica,435,19,2.0,0,13.0,13.0,4654.0,2020-04-10
Cyprus,426,30,9.0,-2,33.0,11.0,10154.0,2020-04-10
Uruguay,400,14,5.0,1,93.0,13.0,5063.0,2020-04-10
Taiwan,355,7,5.0,0,50.0,0.0,36304.0,2020-04-10
Réunion,334,13,0.0,0,40.0,4.0,0.0,2020-04-10
Albania,333,29,20.0,3,99.0,7.0,2247.0,2020-04-10
Jordan,323,13,5.0,0,74.0,5.0,239.0,2020-04-10
Burkina Faso,318,16,16.0,0,66.0,0.0,0.0,2020-04-10
Afghanistan,309,28,7.0,1,10.0,0.0,0.0,2020-04-10
Cuba,288,19,6.0,0,15.0,11.0,3342.0,2020-04-10
Oman,277,25,2.0,1,61.0,3.0,0.0,2020-04-10
Uzbekistan,266,39,2.0,0,25.0,8.0,0.0,2020-04-10
Honduras,264,42,15.0,0,3.0,10.0,0.0,2020-04-10
Channel Islands,262,30,5.0,1,13.0,0.0,0.0,2020-04-10
San Marino,259,8,32.0,0,27.0,14.0,586.0,2020-04-10
Ivory Coast,245,27,1.0,0,25.0,0.0,0.0,2020-04-10
Vietnam,240,1,0.0,0,90.0,3.0,75458.0,2020-04-10
Senegal,219,12,2.0,1,72.0,1.0,195.0,2020-04-10
Palestine,217,23,1.0,0,21.0,0.0,7553.0,2020-04-10
Nigeria,214,4,4.0,0,25.0,2.0,4000.0,2020-04-10
Malta,213,11,0.0,0,2.0,3.0,9703.0,2020-04-10
Ghana,205,0,5.0,0,31.0,2.0,0.0,2020-04-10
Montenegro,201,27,2.0,0,1.0,4.0,1456.0,2020-04-10
Mauritius,196,10,7.0,0,7.0,1.0,0.0,2020-04-10
Faeroe Islands,181,2,0.0,0,93.0,2.0,4800.0,2020-04-10
Sri Lanka,166,7,5.0,1,27.0,5.0,0.0,2020-04-10
Georgia,162,7,1.0,1,36.0,6.0,0.0,2020-04-10
Venezuela,155,2,7.0,0,52.0,6.0,1779.0,2020-04-10
DRC,154,6,18.0,2,3.0,0.0,0.0,2020-04-10
Martinique,145,2,3.0,0,27.0,22.0,0.0,2020-04-10
Niger,144,24,8.0,3,0.0,0.0,4012.0,2020-04-10
Kyrgyzstan,144,14,1.0,0,9.0,5.0,9618.0,2020-04-10
Bolivia,139,7,10.0,1,1.0,3.0,591.0,2020-04-10
Brunei,135,1,1.0,0,66.0,3.0,7801.0,2020-04-10
Guadeloupe,134,4,7.0,0,24.0,14.0,0.0,2020-04-10
Mayotte,134,6,2.0,0,14.0,3.0,479.0,2020-04-10
Kenya,126,4,4.0,0,4.0,2.0,2201.0,2020-04-10
Isle of Man,126,12,1.0,0,0.0,0.0,1319.0,2020-04-10
Cambodia,114,0,0.0,0,50.0,1.0,5768.0,2020-04-10
Guinea,111,38,0.0,0,5.0,0.0,0.0,2020-04-10
Trinidad and Tobago,103,5,6.0,0,1.0,0.0,736.0,2020-04-10
Rwanda,102,13,0.0,0,0.0,0.0,0.0,2020-04-10
Gibraltar,98,3,0.0,0,52.0,0.0,1269.0,2020-04-10
Paraguay,96,4,3.0,0,12.0,2.0,1289.0,2020-04-10
Liechtenstein,77,2,1.0,1,0.0,0.0,900.0,2020-04-10
Bangladesh,70,9,8.0,2,30.0,1.0,2086.0,2020-04-10
Madagascar,70,0,0.0,0,0.0,6.0,0.0,2020-04-10
Monaco,66,2,1.0,0,3.0,2.0,0.0,2020-04-10
Aruba,64,2,0.0,0,1.0,0.0,863.0,2020-04-10
Guatemala,61,11,2.0,1,15.0,1.0,1134.0,2020-04-10
French Guiana,61,4,0.0,0,22.0,1.0,0.0,2020-04-10
El Salvador,56,10,3.0,0,2.0,4.0,0.0,2020-04-10
Jamaica,53,0,3.0,0,7.0,0.0,540.0,2020-04-10
Barbados,52,1,0.0,0,0.0,0.0,382.0,2020-04-10
Djibouti,50,1,0.0,0,8.0,0.0,0.0,2020-04-10
Uganda,48,0,0.0,0,0.0,0.0,2629.0,2020-04-10
Macao,44,2,0.0,0,10.0,0.0,0.0,2020-04-10
Mali,41,2,3.0,0,1.0,0.0,0.0,2020-04-10
Togo,41,1,3.0,0,17.0,0.0,0.0,2020-04-10
French Polynesia,40,1,0.0,0,0.0,1.0,583.0,2020-04-10
Zambia,39,0,1.0,0,2.0,0.0,619.0,2020-04-10
Ethiopia,38,3,0.0,0,4.0,1.0,1222.0,2020-04-10
Bermuda,37,2,0.0,0,14.0,0.0,291.0,2020-04-10
Cayman Islands,35,6,1.0,0,1.0,0.0,319.0,2020-04-10
Eritrea,29,7,0.0,0,0.0,0.0,0.0,2020-04-10
Bahamas,28,4,4.0,1,0.0,1.0,0.0,2020-04-10
Saint Martin,24,2,2.0,1,5.0,6.0,18.0,2020-04-10
Guyana,23,0,4.0,0,0.0,0.0,83.0,2020-04-10
Sint Maarten,23,0,4.0,0,6.0,0.0,82.0,2020-04-10
Congo,22,0,2.0,0,2.0,0.0,0.0,2020-04-10
Gabon,21,0,1.0,0,1.0,0.0,0.0,2020-04-10
Myanmar,21,1,1.0,0,0.0,0.0,0.0,2020-04-10
Tanzania,20,0,1.0,0,3.0,0.0,0.0,2020-04-10
Haiti,20,2,0.0,0,1.0,0.0,200.0,2020-04-10
Maldives,19,0,0.0,0,13.0,0.0,0.0,2020-04-10
Libya,18,1,1.0,0,0.0,0.0,131.0,2020-04-10
Guinea-Bissau,18,3,0.0,0,0.0,0.0,0.0,2020-04-10
New Caledonia,17,0,0.0,0,1.0,0.0,1390.0,2020-04-10
Syria,16,0,2.0,0,2.0,0.0,0.0,2020-04-10
Benin,16,0,0.0,0,2.0,0.0,0.0,2020-04-10
Equatorial Guinea,16,0,0.0,0,1.0,0.0,0.0,2020-04-10
Antigua and Barbuda,15,0,0.0,0,0.0,1.0,40.0,2020-04-10
Dominica,14,0,0.0,0,0.0,0.0,255.0,2020-04-10
Mongolia,14,0,0.0,0,2.0,0.0,0.0,2020-04-10
Namibia,14,0,0.0,0,3.0,0.0,301.0,2020-04-10
Saint Lucia,14,1,0.0,0,1.0,0.0,0.0,2020-04-10
Fiji,12,5,0.0,0,0.0,0.0,0.0,2020-04-10
Grenada,12,0,0.0,0,0.0,2.0,45.0,2020-04-10
Curaçao,11,0,1.0,0,5.0,0.0,0.0,2020-04-10
Greenland,11,1,0.0,0,3.0,0.0,542.0,2020-04-10
Angola,10,2,2.0,0,2.0,0.0,0.0,2020-04-10
Sudan,10,0,2.0,0,2.0,0.0,0.0,2020-04-10
Liberia,10,3,1.0,1,3.0,0.0,0.0,2020-04-10
Suriname,10,0,1.0,0,0.0,0.0,0.0,2020-04-10
Laos,10,0,0.0,0,0.0,0.0,437.0,2020-04-10
Mozambique,10,0,0.0,0,1.0,0.0,338.0,2020-04-10
Seychelles,10,0,0.0,0,0.0,0.0,0.0,2020-04-10
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-10
Zimbabwe,9,0,1.0,0,0.0,0.0,316.0,2020-04-10
Nepal,9,3,0.0,0,1.0,0.0,1521.0,2020-04-10
Chad,9,1,0.0,0,0.0,0.0,0.0,2020-04-10
Saint Kitts and Nevis,9,0,0.0,0,0.0,0.0,113.0,2020-04-10
Eswatini,9,0,0.0,0,0.0,0.0,0.0,2020-04-10
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-10
